PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-27 09:46:44.662891;mp.com.1.az.nw.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de RDP;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)': australiacentral, uaenorth, francesouth, australiacentral2, australiaeast, malaysiawest, southindia, westeurope, japanwest, koreasouth, chilecentral, southcentralus, eastasia, italynorth, westus, koreacentral, northcentralus, germanynorth, eastus, brazilsoutheast, polandcentral, southeastasia, newzealandnorth, eastus2, southafricanorth, uaecentral, israelcentral, indonesiacentral, westindia, austriaeast, uksouth, westus2, belgiumcentral, westcentralus, norwaywest, canadaeast, francecentral, switzerlandwest, denmarkeast, southafricawest, jioindiacentral, germanywestcentral, spaincentral, northeurope, canadacentral, swedencentral, switzerlandnorth, ukwest, qatarcentral, australiasoutheast, mexicocentral, japaneast, brazilsouth, jioindiawest, norwayeast, westus3, centralus.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7;network_watcher_enabled;False;843e85de-3f5f-4614-967a-9f39f1fe9ba7;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-27 09:46:44.662891;mp.com.1.az.nw.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de SSH;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)': australiacentral, uaenorth, francesouth, australiacentral2, australiaeast, malaysiawest, southindia, westeurope, japanwest, koreasouth, chilecentral, southcentralus, eastasia, italynorth, westus, koreacentral, northcentralus, germanynorth, eastus, brazilsoutheast, polandcentral, southeastasia, newzealandnorth, eastus2, southafricanorth, uaecentral, israelcentral, indonesiacentral, westindia, austriaeast, uksouth, westus2, belgiumcentral, westcentralus, norwaywest, canadaeast, francecentral, switzerlandwest, denmarkeast, southafricawest, jioindiacentral, germanywestcentral, spaincentral, northeurope, canadacentral, swedencentral, switzerlandnorth, ukwest, qatarcentral, australiasoutheast, mexicocentral, japaneast, brazilsouth, jioindiawest, norwayeast, westus3, centralus.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7;network_watcher_enabled;False;843e85de-3f5f-4614-967a-9f39f1fe9ba7;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-27 09:46:44.662891;mp.com.1.az.nw.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de UDP.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)': australiacentral, uaenorth, francesouth, australiacentral2, australiaeast, malaysiawest, southindia, westeurope, japanwest, koreasouth, chilecentral, southcentralus, eastasia, italynorth, westus, koreacentral, northcentralus, germanynorth, eastus, brazilsoutheast, polandcentral, southeastasia, newzealandnorth, eastus2, southafricanorth, uaecentral, israelcentral, indonesiacentral, westindia, austriaeast, uksouth, westus2, belgiumcentral, westcentralus, norwaywest, canadaeast, francecentral, switzerlandwest, denmarkeast, southafricawest, jioindiacentral, germanywestcentral, spaincentral, northeurope, canadacentral, swedencentral, switzerlandnorth, ukwest, qatarcentral, australiasoutheast, mexicocentral, japaneast, brazilsouth, jioindiawest, norwayeast, westus3, centralus.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7;network_watcher_enabled;False;843e85de-3f5f-4614-967a-9f39f1fe9ba7;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-27 09:46:44.662891;mp.com.3.az.nw.1;Protección de la integridad y de la autenticidad;mp.com.3 ;medidas de protección;protección de las comunicaciones;Asegurarse de que la comunicación del frontal sea a través de HTTPS.;alto;requisito;integridad,autenticidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)': australiacentral, uaenorth, francesouth, australiacentral2, australiaeast, malaysiawest, southindia, westeurope, japanwest, koreasouth, chilecentral, southcentralus, eastasia, italynorth, westus, koreacentral, northcentralus, germanynorth, eastus, brazilsoutheast, polandcentral, southeastasia, newzealandnorth, eastus2, southafricanorth, uaecentral, israelcentral, indonesiacentral, westindia, austriaeast, uksouth, westus2, belgiumcentral, westcentralus, norwaywest, canadaeast, francecentral, switzerlandwest, denmarkeast, southafricawest, jioindiacentral, germanywestcentral, spaincentral, northeurope, canadacentral, swedencentral, switzerlandnorth, ukwest, qatarcentral, australiasoutheast, mexicocentral, japaneast, brazilsouth, jioindiawest, norwayeast, westus3, centralus.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7;network_watcher_enabled;False;843e85de-3f5f-4614-967a-9f39f1fe9ba7;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.acc.6.r5.az.eid.4;Registro de la actividad;op.acc.6.r5;operacional;control de acceso;El registro de actividad en los servicios de SQL Server debe de estar habilitado.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have any auditing policy configured.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_auditing_enabled;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.exp.8.r3.az.nt.1;Retención de registros;op.exp.8.r3;operacional;explotación;La configuración de los registros debe estar configurada con un período de retención.;alto;refuerzo;trazabilidad;automático;;FAIL;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has auditing disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_auditing_retention_90_days;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Auditoría delos registros de los servicios de GCP con la suficiente retención para la vigilancia de la información;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has auditing disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_auditing_retention_90_days;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;mp.s.4.r1.az.nt.4;Detección y reacción;mp.s.4.r1;medidas de protección;protección de los servicios;Habilitar defender para los servicios de bases de datos en la nube;alto;requisito;disponibilidad;automático;;FAIL;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has microsoft defender disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_microsoft_defender_enabled;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.mon.3.r5.az.1;Minería de datos;op.mon.3.r5 ;operacional;monitorización del sistema;Aplicación de medidas para restringir el acceso a datos sin autorización en los servicios de la nube;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have firewall rules allowing 0.0.0.0-255.255.255.255.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_unrestricted_inbound_access;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.mon.2.r2.az.ma.1;Eficiencia del sistema de gestión de la seguridad;op.mon.2.r2 ;operacional;monitorización del sistema;Asegurar que el monitor de diagnóstico de la actividad de la subscrición esté activa.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has vulnerability assessment disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_va_emails_notifications_admins_enabled;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.con.3.az.pd.1;Pruebas periódicas;op.cont.3 ;operacional;continuidad del servicio;Habilitar las pruebas periodicas para los servicios de GCP;alto;requisito;disponibilidad;automático;;FAIL;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has vulnerability assessment disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_va_periodic_recurring_scans_enabled;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.mon.3.r3.az.de.3;Ciberamenazas avanzadas;op.mon.3.r3 ;operacional;monitorización del sistema;Detección de vulnerabilidades en los sistemas de bases de datos;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has vulnerability assessment disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_va_scan_reports_configured;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.mon.3.r3.az.de.3;Ciberamenazas avanzadas;op.mon.3.r3 ;operacional;monitorización del sistema;Detección de vulnerabilidades en los sistemas de bases de datos;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has vulnerability assessment disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c;sqlserver_vulnerability_assessment_enabled;False;ref3tier-dev-sql-7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.mon.3.r5.az.1;Minería de datos;op.mon.3.r5 ;operacional;monitorización del sistema;Aplicación de medidas para restringir el acceso a datos sin autorización en los servicios de la nube;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has allow blob public access enabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c;storage_blob_public_access_level_is_disabled;False;ref3tierst7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.mon.3.r5.az.1;Minería de datos;op.mon.3.r5 ;operacional;monitorización del sistema;Aplicación de medidas para restringir el acceso a datos sin autorización en los servicios de la nube;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has allow blob public access disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001;storage_blob_public_access_level_is_disabled;False;tfstatevignesh001;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.exp.8.r4.az.sa.2;Control de acceso;op.exp.8.r4;operacional;explotación;Configuración del acceso por defecto a las cuentas de almacenamiento definida como denegada;alto;refuerzo;trazabilidad;automático;;FAIL;Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has network access rule set to Allow.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c;storage_default_network_access_rule_is_denied;False;ref3tierst7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.exp.8.r4.az.sa.2;Control de acceso;op.exp.8.r4;operacional;explotación;Configuración del acceso por defecto a las cuentas de almacenamiento definida como denegada;alto;refuerzo;trazabilidad;automático;;FAIL;Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has network access rule set to Allow.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001;storage_default_network_access_rule_is_denied;False;tfstatevignesh001;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;mp.info.6.r2.az.sa.1;Protección de las copias de seguridad;mp.info.6.r2;medidas de protección;protección de la información;Asegurarse que los servicios de almacenamiento tenga acceso de confianza.;alto;refuerzo;disponibilidad;automático;;PASS;Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) allows trusted Microsoft services to access this storage account.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c;storage_ensure_azure_services_are_trusted_to_access_is_enabled;False;ref3tierst7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;mp.info.6.r2.az.sa.1;Protección de las copias de seguridad;mp.info.6.r2;medidas de protección;protección de la información;Asegurarse que los servicios de almacenamiento tenga acceso de confianza.;alto;refuerzo;disponibilidad;automático;;PASS;Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) allows trusted Microsoft services to access this storage account.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001;storage_ensure_azure_services_are_trusted_to_access_is_enabled;False;tfstatevignesh001;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.exp.10.az.kv.2;Protección de claves criptográficas;op.exp.10 ;operacional;explotación;Habilitación de las claves criptográficas para las cuentas de almacenamiento;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not encrypt with CMKs.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c;storage_ensure_encryption_with_customer_managed_keys;False;ref3tierst7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.exp.10.az.kv.2;Protección de claves criptográficas;op.exp.10 ;operacional;explotación;Habilitación de las claves criptográficas para las cuentas de almacenamiento;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not encrypt with CMKs.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001;storage_ensure_encryption_with_customer_managed_keys;False;tfstatevignesh001;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;mp.com.3.r2.az.tls.3;Algoritmos y parámetros autorizados;mp.com.3.r2 ;medidas de protección;protección de las comunicaciones;La versión de TLS para las cuentas de almacenamiento deben ser como mínimo versión 1.2;alto;refuerzo;integridad,autenticidad;automático;;PASS;Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has TLS version set to 1.2.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c;storage_ensure_minimum_tls_version_12;False;ref3tierst7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;mp.com.3.r2.az.tls.3;Algoritmos y parámetros autorizados;mp.com.3.r2 ;medidas de protección;protección de las comunicaciones;La versión de TLS para las cuentas de almacenamiento deben ser como mínimo versión 1.2;alto;refuerzo;integridad,autenticidad;automático;;FAIL;Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have TLS version set to 1.2.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001;storage_ensure_minimum_tls_version_12;False;tfstatevignesh001;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;mp.com.4.r2..az.sa.1;Segmentación lógica avanzada;mp.com.4.r2;medidas de protección;protección de las comunicaciones;Habilitar los endpoints privados en cuentas de almacenamiento;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have private endpoint connections.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c;storage_ensure_private_endpoints_in_storage_accounts;False;ref3tierst7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;mp.com.4.r2..az.sa.1;Segmentación lógica avanzada;mp.com.4.r2;medidas de protección;protección de las comunicaciones;Habilitar los endpoints privados en cuentas de almacenamiento;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have private endpoint connections.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001;storage_ensure_private_endpoints_in_storage_accounts;False;tfstatevignesh001;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.exp.10.az.kv.2;Protección de claves criptográficas;op.exp.10 ;operacional;explotación;Habilitación de las claves criptográficas para las cuentas de almacenamiento;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has infrastructure encryption disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c;storage_infrastructure_encryption_is_enabled;False;ref3tierst7mog1c;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralindia;2026-06-27 09:46:44.662891;op.exp.10.az.kv.2;Protección de claves criptográficas;op.exp.10 ;operacional;explotación;Habilitación de las claves criptográficas para las cuentas de almacenamiento;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has infrastructure encryption disabled.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001;storage_infrastructure_encryption_is_enabled;False;tfstatevignesh001;ENS;ENS RD 311/2022 - Categoría Alta
